Country,Code,Year,Liver cancer ,Kidney cancer ,Larynx cancer ,Breast cancer ,Thyroid cancer ,Stomach cancer ,Bladder cancer ,Uterine cancer ,Ovarian cancer ,Cervical cancer ,Prostate cancer ,Pancreatic cancer ,Esophageal cancer ,Testicular cancer ,Nasopharynx cancer ,Other pharynx cancer ,Colon and rectum cancer ,Non-melanoma skin cancer ,Lip and oral cavity cancer ,Brain and nervous system cancer ,"Tracheal, bronchus, and lung cancer ",Gallbladder and biliary tract cancer ,Malignant skin melanoma ,Leukemia ,Hodgkin lymphoma ,Multiple myeloma ,Other cancers 
Albania,ALB,2002,319.9002757,51.96601861,80.70526111,172.5618322,15.74918094,425.5595966,21.60604016,31.61695916,40.28706015,56.25559029,212.5255626,141.3393254,46.70916897,7.827178012,11.76726791,21.73105576,180.6343574,31.53820605,38.61263094,193.8901609,807.8973447,27.3861682,21.98647797,146.7705074,23.41428118,17.24186256,240.2111315
Albania,ALB,2003,316.871246,56.19196227,83.00141241,184.666686,16.30669473,438.2833498,22.51546813,32.67645002,42.56261234,57.73645995,222.7017581,151.3613253,49.60677601,8.037184232,12.23972846,22.615002,191.9505359,33.57662219,41.05107467,204.2459613,827.5130318,28.61645006,21.46906013,148.7272561,23.29558769,18.35002796,251.9620079
Albania,ALB,2004,308.9243311,59.93590083,83.15331106,195.100126,16.53112697,448.0137838,23.31479336,34.07625351,43.76687313,60.04766409,231.2469601,162.027484,52.67536715,8.131220163,12.64275664,23.66519892,201.4850591,35.16541837,43.01954703,212.1136009,841.611428,29.51620273,20.94096565,150.7173041,22.67254765,19.35940825,264.4556874
Albania,ALB,2005,293.9095362,65.54712078,84.14777995,203.3482758,16.1802,453.0543927,23.96850565,35.350026,44.82428838,62.59366062,239.477485,171.0416032,54.56373861,8.645660453,13.59276466,24.2363842,211.7331498,36.56109595,44.33641065,221.1411272,851.1066364,30.33931277,20.74379744,149.9702614,22.09843823,20.53212467,276.0857432
Albania,ALB,2006,284.6408146,68.56032395,82.84889738,210.3762928,15.5925648,453.4566291,24.53939917,35.93133144,46.97214011,64.35890514,246.4835275,178.6931154,55.25127988,8.867114478,14.397485,24.09350083,219.0818705,37.78478493,45.46359366,226.7683514,861.0381652,30.981591,20.48274354,147.982688,21.69790441,21.30788625,282.3591254
Albania,ALB,2007,277.1834158,72.85576329,81.15257284,213.8366208,15.28865567,451.169488,25.11732946,35.9718871,48.64655154,64.92222333,253.2077392,187.0083481,54.48395573,8.550523953,14.73182386,24.02177673,225.3653896,38.1819795,46.14506064,228.2928883,867.8523891,31.59441959,20.46199266,146.7659698,20.95790296,21.84984011,284.0705153
Albania,ALB,2008,276.5798505,77.14494404,83.12136387,218.7013447,15.11418057,454.0135248,25.99579412,36.91918887,50.73153231,65.35154616,264.0552504,195.297449,55.13764881,8.884558048,14.90379721,23.14361421,231.0570233,39.2257799,46.21987964,232.7078475,886.2852966,32.43851348,21.366984,148.0293708,19.92995742,22.51707384,287.0952965
Albania,ALB,2009,279.779409,79.79434587,85.02615701,221.8018166,15.81731569,456.8819525,26.8267733,38.09207337,53.2034902,65.9284973,276.6239308,205.0766,55.34984731,9.376504518,15.62351782,23.77581511,237.7603462,40.10089133,46.12047835,235.4234383,903.0233472,33.25288391,22.40261886,149.99306,18.77856954,23.22005531,293.3743662
Albania,ALB,2010,291.5598069,81.25645707,86.00329067,222.877995,16.08210138,455.8231674,27.44332727,38.21904577,54.37745263,65.28707193,286.5722887,210.0954338,56.33168373,8.833222283,15.66167972,24.39573055,241.8621258,40.67562256,47.29769887,235.7539211,909.7094994,33.89860723,23.06752532,147.9096798,18.54753734,23.73155961,297.6905987
Albania,ALB,2011,298.9888733,82.33414403,86.44647429,222.2807444,16.23311617,450.7995335,27.87540222,38.09407495,55.22982896,64.30393538,292.5392863,213.6389883,56.67221577,8.494508493,15.70470587,24.74779213,243.9585564,40.85369967,47.84200576,236.0040553,917.0527819,34.12919508,23.60386533,146.5153978,18.08260085,24.03344243,299.7091357
Albania,ALB,2012,307.3128324,83.91041017,87.41874824,222.8745974,16.47321188,449.6686982,28.47052657,38.21493752,56.37463797,63.81686265,299.7886378,217.8844673,57.42319439,8.241442927,15.82922614,25.2181171,247.8539753,41.40512463,48.62931273,236.9929413,928.3619431,34.56846785,24.23646104,146.1201185,17.83581441,24.46686871,302.5744557
Albania,ALB,2013,316.625513,85.88903023,88.82001823,224.6798153,16.78715974,452.4141898,29.21644531,38.56702897,57.78808122,63.68264186,307.8035696,222.7296139,58.47448992,8.05402337,16.01359961,25.78524795,252.9270664,42.13838039,49.59684915,238.959768,945.6773123,35.21962371,24.93297012,146.7828515,17.65182396,25.00171002,306.2358175
Albania,ALB,2014,326.4963995,88.15842195,90.52419512,226.8463762,17.12957102,457.1432386,30.0514684,38.95177313,59.28390235,63.67281238,316.8105129,227.9235745,59.70231869,7.900637679,16.23550092,26.41752284,258.634847,43.00406684,50.67199877,241.4125637,967.3324795,35.96129215,25.66505688,147.9620255,17.56591874,25.59327182,310.4732899
Albania,ALB,2015,336.8293772,90.62584001,92.4521097,229.1008936,17.48779304,462.9328943,30.94966936,39.31971409,60.79477218,63.69756574,326.453723,233.4452924,61.0406637,7.778059143,16.48690276,27.07932924,264.6849529,43.95114044,51.8013919,244.3814245,991.2192481,36.70699811,26.42653421,149.5348167,17.54243064,26.21123836,315.2323778
Albania,ALB,2016,345.0889166,92.59893444,94.00692233,229.8668873,17.8076566,467.5568659,31.94764315,39.56974151,61.78779913,63.58139126,336.7444306,238.1002266,62.08488647,7.805059315,16.73746222,27.6362387,270.2168815,45.14529377,53.18264952,246.355525,1011.215506,37.36586501,27.20288629,150.7542967,17.52599137,26.68677331,319.5285618
Algeria,DZA,1990,365.5850133,73.32033472,232.9628524,722.5757808,98.06506598,971.0919249,174.2553521,83.64329927,147.4625758,433.7147287,260.9268165,371.6395212,123.0595236,23.49000871,168.3616181,237.7911544,556.3185009,43.05806206,107.9251256,246.1392342,1347.059632,606.1466771,30.68387536,639.6339753,213.8221285,76.572232,576.1767125
Algeria,DZA,1991,369.2836434,75.55678175,245.9865327,749.4809717,96.91099119,984.1521907,178.6009097,85.51611402,151.4948435,443.7774981,270.5854546,381.2248367,123.886313,22.95014006,174.1396863,249.6661054,579.2358828,43.95743997,114.2796751,254.8732666,1443.243883,630.6162248,31.03392441,657.1203525,215.3000135,78.97093021,586.6640862
Algeria,DZA,1992,345.7833687,80.7573021,241.0512581,811.1310128,110.8481495,951.6490275,203.9132402,89.59436158,160.2597958,440.7280704,286.3988216,388.5205961,126.8010703,25.41770161,176.0300758,223.6591186,637.8557974,45.185077,111.3248683,272.5207656,1425.559335,608.787084,33.7246129,638.5373416,205.1508296,85.1494742,627.2819647
Algeria,DZA,1993,326.2299294,86.14142609,240.5861313,876.1204942,125.5903103,932.7002808,232.469623,94.29452594,169.3873036,442.5896873,304.5144913,396.6760674,130.1102874,27.91068754,178.7009704,205.2755763,701.2231045,46.64316242,110.2659667,290.6376198,1431.582253,596.0542414,36.52679412,625.4945242,196.9858568,91.50886427,669.1231168
Algeria,DZA,1994,308.2159001,91.80867908,241.5110605,945.5686357,142.5470789,916.1154445,266.6807093,99.49835188,179.565167,445.9434712,323.6557934,405.0992248,133.4946176,30.68313043,180.7839478,190.4625887,770.02103,48.08481965,109.726122,309.9974352,1443.695411,584.4374623,39.6429933,612.8050031,188.9176422,98.12847179,714.7352221
Algeria,DZA,1995,290.5735796,98.41837163,246.8781371,1025.728049,164.9243798,903.7491768,317.2097366,105.9630109,193.3638994,455.0827503,345.3417514,415.1269725,136.818359,34.22070121,177.6545444,181.853155,849.2180233,49.47706151,110.2707113,331.8880803,1472.619052,574.5223108,43.53841561,597.4784681,178.5900333,104.5783373,771.9313572
Algeria,DZA,1996,296.5665558,99.89140471,229.6156853,1041.721732,161.1836882,899.2209024,287.3076937,106.0811583,189.3330997,438.1734072,354.3531175,423.2757073,140.2500036,33.53623524,205.1681475,161.7350668,872.3838354,51.17554303,108.1343356,339.8709626,1413.084279,580.6873791,43.83179753,616.8992862,188.9636218,112.5216912,765.1972578
Algeria,DZA,1997,299.2993971,103.3955813,215.605894,1068.930797,161.3146226,895.1297076,269.4151975,107.0698321,188.1025886,424.5889905,365.9347669,432.358402,143.9579136,33.54448786,233.4057295,144.5140656,906.4280214,52.99273384,106.4301598,356.6251661,1367.032805,585.2088642,44.72335393,643.9934145,199.6695342,121.2324876,777.0557536
Algeria,DZA,1998,302.8306568,105.9648046,203.3265195,1092.106479,161.715669,889.4858951,254.3937138,107.7494357,187.0490846,410.8392388,380.4432183,442.626052,147.3115031,33.35328358,262.5622509,130.0940611,939.3827122,55.05738164,105.142799,367.8569344,1327.719781,590.7165697,45.75527859,661.9646082,209.1382294,129.9969959,782.804229
Algeria,DZA,1999,314.2255073,109.1230558,199.5271012,1136.748829,163.6855346,908.0087033,246.2304225,110.5533213,188.9327677,412.2352224,396.4409959,459.3956069,153.1468472,32.53228517,292.8180308,121.1299853,981.2137801,57.72648024,106.0417163,378.2041942,1320.314476,608.0846875,47.02582602,678.7817107,215.5339529,140.6639115,788.6308626
Algeria,DZA,2000,325.2964449,112.5796433,198.3904067,1176.557539,166.9088294,926.5883231,244.1871631,113.8011347,192.5642439,416.4536227,415.3515186,478.8149391,157.9840004,31.67914463,319.0580211,119.3521098,1025.015616,60.26678293,107.8598665,387.7303773,1328.677533,631.1510545,48.55958625,692.398212,218.3874835,150.5700447,802.9271539
Algeria,DZA,2001,345.4943066,117.5424152,201.1817262,1224.583376,165.6565838,927.3757477,244.8869566,115.6238324,200.0148962,416.3579659,429.4464493,499.3014545,168.3666679,31.4885968,328.1119233,100.8962512,1047.099704,62.830686,110.8554552,405.3865434,1305.548261,626.5968063,50.89387327,697.2891056,214.3498082,159.3324581,796.5889926
Algeria,DZA,2002,361.3419419,125.3677543,197.4228323,1298.545191,175.7526764,951.5987029,255.8721314,118.4530462,209.2027018,417.9875438,447.6982782,520.8166579,180.4172064,31.61009311,322.2683688,89.95923648,1097.967753,65.2868204,114.2433766,415.2313879,1352.185979,613.9894966,52.95491437,707.1176962,223.8562021,170.8627272,809.614724
Algeria,DZA,2003,372.2412828,128.0949692,202.3547655,1381.173506,172.9014846,989.5985811,278.1092212,121.0781689,218.0338455,424.2993177,472.6782736,544.2626622,183.509613,29.11241871,339.5844129,85.01416723,1157.703054,67.92148554,120.8186727,424.3622672,1396.424865,632.9181331,55.68108701,721.0868626,231.8719541,184.7733183,825.6591944
Algeria,DZA,2004,389.7695362,130.1973946,211.3569804,1470.990647,180.2797626,1045.610279,297.9548726,120.2336323,224.4926184,456.534613,490.6458258,568.849352,191.423253,25.59954956,369.9521401,82.80396309,1227.272681,70.46665375,123.1285501,438.2721664,1453.813609,643.6744314,56.13204,741.1731372,242.3612905,196.9242856,848.8152643
Algeria,DZA,2005,411.1941594,134.3758905,238.6758173,1603.080135,190.0982386,1059.185707,329.3125842,122.9808738,232.2762036,493.3495401,510.6407838,594.540695,192.2923803,24.03265658,385.7812661,84.41513175,1302.025259,72.89701406,128.0863671,454.0771315,1540.902997,667.9990698,56.63085585,764.9584202,251.2247078,208.0275375,882.9818684
Algeria,DZA,2006,428.9414418,139.5288642,242.2518291,1694.075014,188.2138386,1059.111631,344.6577485,128.2436072,239.5798781,523.2730337,532.1044496,620.2103995,194.6220277,22.68007833,384.127153,79.36035888,1353.990891,75.21949491,133.5864876,466.374151,1543.084329,668.1184786,57.46929213,767.9807174,247.5932863,222.5332048,910.2482291
Algeria,DZA,2007,451.4347197,148.120713,243.9524959,1744.188611,194.08092,1074.448813,350.9510344,132.3520997,249.8949707,522.7954262,556.4627629,652.5947544,204.1424437,22.98990411,388.3351163,83.85681495,1404.962864,77.53490458,137.1742063,483.129448,1567.521958,685.1818424,60.46507292,779.0762209,242.4075037,230.4520044,931.1249268
Algeria,DZA,2008,476.306637,157.0505546,247.4267251,1808.600528,199.7117924,1093.904284,361.9806307,137.1630088,260.6851433,529.1749581,587.5100566,688.6814118,213.6695448,23.00821302,393.2264547,87.28326273,1463.956559,80.65506198,141.6608904,500.5465818,1597.956272,703.3166743,63.48924039,792.1648738,238.693011,240.3007134,956.3540024
Algeria,DZA,2009,503.2334659,166.6514099,252.3242783,1883.642516,206.1132354,1119.454441,374.5150125,142.6088263,272.2863742,537.7045683,619.62263,727.1963027,224.001125,23.07838806,398.6080387,90.61279235,1529.402314,83.95913392,146.4797766,519.4932029,1633.936811,724.5769319,66.58275945,808.5005096,235.6230751,251.3871367,984.1547261
Algeria,DZA,2010,530.888754,176.6343273,256.9536586,1959.14845,212.4168478,1142.268851,387.0459024,148.1080066,284.0798214,546.4746675,651.8538075,766.5156813,234.5192691,23.07373707,403.6890902,93.68083865,1595.172361,87.36446656,151.2181902,538.2333952,1668.615357,745.3261509,69.65683465,824.7165381,234.6422336,262.5862432,1012.427224
Algeria,DZA,2011,554.3539077,186.1177904,263.145254,2029.822124,217.7936652,1166.321735,399.8804388,152.3899671,295.177285,552.1692405,679.7536615,803.3869742,244.587464,23.21249125,409.5957006,96.73564267,1661.876058,90.52082962,155.9377283,557.1552174,1725.176267,763.3162565,72.62042522,840.1869989,232.9924322,273.6410237,1038.413297
Algeria,DZA,2012,580.2938523,196.5746932,270.8692626,2111.565356,223.5345654,1196.414192,414.6863544,156.9062002,307.3723934,558.5445433,710.562572,843.4227914,255.9880562,23.49906926,417.427294,100.2594276,1736.551145,94.03224851,161.42227,578.7254195,1791.274208,784.1169426,75.91165315,860.1558028,231.9793616,286.1322961,1068.403054
