Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Cassiopeia;Mage;MID;A;48.97;1.08;52.08%;71.82%;2.34%;1.65%;2.13
Cassiopeia;Mage;ADC;C;41.26;-3.71;51.89%;10.87%;0.36%;1.65%;2.33
Cassiopeia;Mage;TOP;D;33.71;11.15;52.06%;16.41%;0.56%;1.65%;1.88
Cho'Gath;Tank;TOP;A;48;3.64;51.54%;70.76%;2.39%;0.86%;2.15
Cho'Gath;Tank;MID;C;35.56;-10.18;47.72%;17.38%;0.46%;0.86%;2.24
Corki;Marksman;MID;B;44.8;0.37;47.99%;94.09%;3.52%;1.62%;2.09
Darius;Fighter;TOP;God;79.35;-8.75;49.61%;94.29%;6.60%;14.50%;1.78
Diana;Fighter;JUNGLE;God;79.81;-5.09;51.77%;85.85%;10.92%;14.94%;2.47
Diana;Fighter;MID;A;48.33;1.15;52.39%;13.00%;1.64%;14.94%;2.16
Dr. Mundo;Marksman;TOP;B;46.64;-11.03;50.76%;87.05%;2.49%;2.29%;2.09
Draven;Fighter;ADC;B;43.01;-1.23;48.72%;95.12%;5.22%;8.39%;2.08
Ekko;Assassin;JUNGLE;S;58.19;3.69;51.31%;64.75%;5.81%;3.59%;2.71
Ekko;Assassin;MID;B;46.28;0.34;49.36%;33.03%;2.88%;3.59%;2.23
Elise;Mage;JUNGLE;B;43.56;2.07;50.83%;93.92%;2.05%;1.10%;2.54
Evelynn;Assassin;JUNGLE;B;44.55;1.43;48.61%;98.68%;3.31%;6.52%;2.76
Ezreal;Marksman;ADC;S;61.79;0.33;48.59%;96.27%;17.22%;4.07%;2.3
Fiddlesticks;Mage;JUNGLE;B;45.25;-2.73;50.37%;91.68%;2.75%;2.14%;2.61
Fiora;Fighter;TOP;God;79.7;-7.96;50.66%;97.52%;6.54%;12.45%;1.71
Fizz;Assassin;MID;A;51.41;-1.29;50.35%;96.31%;3.60%;4.82%;2.39
Galio;Tank;MID;B;45.89;-1.58;49.76%;66.50%;1.96%;0.42%;2.61
Galio;Tank;SUPPORT;C;40.78;10.29;49.42%;30.25%;0.89%;0.42%;2.35
Gangplank;Fighter;TOP;S;63.7;-6.78;48.34%;88.16%;5.60%;3.99%;1.98
Gangplank;Fighter;MID;D;33.45;-4.78;46.33%;11.52%;0.79%;4.02%;2.12
Garen;Fighter;TOP;God;75.51;-6.5;50.83%;88.00%;6.37%;3.21%;1.98
Gnar;Fighter;TOP;A;53.91;12.38;48.90%;97.30%;4.41%;0.80%;1.85
Gragas;Fighter;TOP;C;41.33;-5.39;48.54%;51.32%;2.54%;0.53%;2.12
Gragas;Fighter;JUNGLE;C;34.98;-2.71;47.48%;33.57%;1.54%;0.53%;2.64
Graves;Marksman;TOP;S;69.52;26.78;49.95%;39.61%;5.62%;10.70%;1.66
Graves;Marksman;JUNGLE;S;64.85;-0.71;50.45%;55.61%;7.77%;10.70%;2.66
Gwen;Fighter;TOP;S;64.1;-13.19;48.38%;52.76%;5.27%;12.98%;1.68
Gwen;Fighter;JUNGLE;A;50.44;5.14;49.54%;45.21%;4.61%;12.98%;2.35
Hecarim;Fighter;JUNGLE;God;76.91;9.92;51.71%;98.99%;9.41%;12.70%;3.07
Heimerdinger;Mage;MID;B;43.07;1.75;51.99%;40.71%;0.90%;0.90%;1.88
Heimerdinger;Mage;ADC;B;42.02;-1;53.06%;13.09%;0.24%;0.90%;2.18
Heimerdinger;Mage;TOP;D;25.43;4.74;48.91%;36.52%;0.73%;0.90%;1.66
Illaoi;Fighter;TOP;A;51.5;24.03;53.00%;94.29%;2.98%;2.98%;1.49
Irelia;Fighter;TOP;God;89.46;0.28;50.17%;65.32%;7.27%;20.31%;1.62
Irelia;Fighter;MID;A;51.14;0.91;50.44%;33.28%;3.72%;20.31%;1.8
Ivern;Support;JUNGLE;B;41.58;2.07;48.99%;83.27%;1.28%;0.42%;3.36
Janna;Support;SUPPORT;S;56.24;-20.17;52.02%;95.55%;5.56%;4.69%;3.1
Jarvan IV;Tank;JUNGLE;A;53.95;1.95;50.81%;93.14%;4.16%;0.55%;3.2
Jax;Fighter;TOP;S;66.93;-6.07;51.28%;84.23%;5.19%;8.73%;1.58
Jax;Fighter;JUNGLE;C;34.27;0.83;49.54%;14.68%;0.97%;8.42%;1.99
Jayce;Fighter;TOP;S;58.14;-5.23;47.95%;85.79%;5.35%;1.87%;1.72
Jayce;Fighter;MID;B;43.54;1.24;51.81%;12.75%;0.74%;1.87%;2.13
Jhin;Marksman;ADC;God;75.82;1.41;50.97%;98.52%;21.58%;5.53%;2.93
Jinx;Marksman;ADC;God;77.7;7.54;51.19%;99.23%;23.86%;7.61%;2.37
Kai'Sa;Marksman;ADC;A;55.31;-0.01;49.03%;97.54%;12.54%;2.19%;2.36
Kalista;Marksman;ADC;C;37.39;1.21;48.20%;88.99%;2.00%;0.34%;2.18
Karma;Mage;SUPPORT;A;56.09;-11.36;49.18%;81.25%;9.58%;5.49%;2.7
Karma;Mage;MID;A;47.32;0;50.82%;11.14%;1.24%;5.49%;2.87
Karthus;Mage;ADC;B;42.85;0.64;52.98%;18.77%;0.72%;2.08%;2.22
Karthus;Mage;MID;C;37.87;-0.49;49.28%;14.93%;0.45%;2.08%;2.12
Karthus;Mage;JUNGLE;C;35.54;0.37;47.76%;58.85%;1.90%;2.08%;2.39
Kassadin;Assassin;MID;A;55.16;1.78;51.55%;96.88%;3.75%;9.75%;2.44
Katarina;Assassin;MID;S;58.9;-2.31;48.84%;94.54%;6.75%;8.81%;2.26
Kayle;Fighter;TOP;A;53.73;-1.56;51.75%;77.24%;3.42%;1.21%;1.84
Kayle;Fighter;MID;B;44.8;0.59;52.11%;19.01%;0.76%;1.21%;2.26
Kayn;Fighter;JUNGLE;God;71.3;-0.33;49.59%;96.95%;10.64%;11.69%;2.3
Kennen;Mage;MID;B;45.36;-3.06;52.77%;14.81%;0.25%;0.40%;2.43
Kennen;Mage;TOP;D;30.32;-1.8;47.72%;82.86%;1.50%;0.43%;1.94
Kha'Zix;Assassin;JUNGLE;S;61.76;-2.25;50.59%;98.51%;7.36%;7.30%;2.54
Kindred;Marksman;JUNGLE;A;48.96;-1.55;50.36%;92.84%;4.56%;2.78%;2.2
Kled;Fighter;TOP;C;40.05;-1.46;50.38%;90.80%;1.59%;0.74%;2.26
Kog'Maw;Marksman;ADC;B;41.88;-0.52;51.58%;87.80%;1.72%;0.34%;2.16
LeBlanc;Assassin;MID;A;49.03;-1.05;46.71%;94.12%;4.37%;8.56%;2.65
Lee Sin;Fighter;JUNGLE;God;90.58;1.23;47.73%;94.54%;16.08%;13.58%;2.65
Leona;Tank;SUPPORT;A;51.88;-13.44;49.46%;98.67%;7.28%;11.31%;2.32
Lillia;Fighter;JUNGLE;B;45.86;-0.03;50.62%;85.14%;2.76%;0.82%;2.63
Lillia;Fighter;TOP;D;27.91;-1.08;49.89%;11.57%;0.42%;0.89%;1.97
Lissandra;Mage;MID;B;46.03;-3.01;49.65%;91.57%;2.46%;0.65%;2.38
Lucian;Marksman;ADC;B;46.28;1.58;49.21%;85.97%;6.75%;1.52%;2.24
Lulu;Support;SUPPORT;S;65.9;-27.45;50.83%;94.69%;10.98%;18.72%;3.03
Lux;Mage;MID;S;64.72;-0.9;50.70%;32.96%;6.22%;12.18%;2.79
Lux;Mage;SUPPORT;S;61.48;-24.06;49.67%;63.61%;11.78%;12.18%;2.43
Malphite;Tank;TOP;S;64.63;-3.35;51.49%;76.72%;4.32%;4.03%;2.36
Malphite;Tank;MID;C;37.03;-2.81;47.93%;10.28%;0.56%;4.03%;2.37
Malzahar;Mage;MID;A;52.25;0.17;52.12%;92.55%;3.15%;2.84%;2.23
Maokai;Tank;SUPPORT;C;41.29;4.24;49.73%;75.15%;1.14%;0.16%;2.24
Maokai;Tank;TOP;D;28.09;12.95;50.19%;16.56%;0.26%;0.18%;2.04
Master Yi;Assassin;JUNGLE;God;70.81;4.15;51.50%;92.85%;8.27%;18.75%;2.03
Miss Fortune;Marksman;ADC;A;51.77;2.84;51.72%;93.70%;7.78%;1.77%;2.26
Mordekaiser;Fighter;TOP;S;67.62;-2.37;50.81%;81.19%;5.27%;6.49%;1.79
Mordekaiser;Fighter;JUNGLE;C;40.21;2.49;51.95%;13.35%;0.67%;6.49%;2.27
Morgana;Mage;SUPPORT;A;56.07;-13.57;49.91%;86.50%;7.02%;25.26%;2.49
Nami;Support;SUPPORT;S;59.15;-6.83;51.69%;99.09%;7.92%;1.32%;3.16
Nasus;Fighter;TOP;S;60.17;-2.09;50.63%;85.82%;4.40%;4.58%;1.9
Nautilus;Tank;SUPPORT;A;54.48;-7.81;50.50%;96.92%;7.89%;8.41%;2.33
Neeko;Mage;MID;A;52.77;12.41;53.23%;65.22%;2.39%;0.52%;2.43
Neeko;Mage;SUPPORT;B;42.35;13.43;50.83%;23.83%;0.83%;0.54%;2.11
Nidalee;Assassin;JUNGLE;B;45.87;0.59;48.73%;90.10%;3.62%;2.09%;2.85
Nocturne;Assassin;JUNGLE;A;47.53;-2.22;50.00%;88.97%;3.89%;3.07%;2.47
Nunu;Tank;JUNGLE;A;47.28;-9.53;49.32%;89.20%;3.82%;2.54%;2.75
Olaf;Fighter;JUNGLE;D;31.62;0.64;47.38%;81.90%;1.27%;0.70%;2.23
Olaf;Fighter;TOP;D;15.19;8.1;46.42%;17.50%;0.26%;0.72%;1.57
Orianna;Mage;MID;B;46.23;-0.45;48.59%;94.78%;2.89%;0.20%;2.55
Ornn;Tank;TOP;A;51.53;-9.24;50.33%;93.95%;3.18%;0.58%;2.26
Pantheon;Fighter;MID;B;41.44;-6.51;50.16%;22.75%;0.91%;0.85%;2.22
Pantheon;Fighter;SUPPORT;D;33.96;2.12;46.22%;40.50%;1.51%;0.80%;1.9
Pantheon;Fighter;TOP;D;32.1;6.97;49.55%;29.84%;1.03%;0.80%;2.03
Poppy;Tank;JUNGLE;B;44.72;-1.02;50.43%;56.87%;2.49%;2.26%;2.64
Poppy;Tank;TOP;C;34.68;-1.92;49.30%;36.34%;1.45%;2.26%;2.02
Pyke;Support;SUPPORT;A;54.39;-13.35;48.69%;87.12%;9.59%;14.76%;2.12
Pyke;Support;MID;B;46.88;0;51.18%;10.07%;1.15%;14.76%;2.64
Qiyana;Assassin;MID;A;50.19;-3.97;49.34%;63.79%;4.11%;8.30%;2.09
Qiyana;Assassin;JUNGLE;D;33.56;-8.48;46.64%;32.17%;2.07%;8.30%;2.3
Quinn;Marksman;TOP;B;42.85;-1.73;52.07%;84.73%;1.78%;1.21%;1.89
Rakan;Support;SUPPORT;A;49.15;-2.68;49.94%;97.63%;4.42%;0.30%;2.85
Rammus;Tank;JUNGLE;B;45.2;-3.86;50.23%;95.45%;2.45%;3.28%;2.81
Rek'Sai;Fighter;JUNGLE;A;48.11;-0.52;50.33%;96.53%;3.82%;4.61%;2.42
Rell;Tank;SUPPORT;B;46.17;6.62;51.63%;98.47%;1.51%;0.37%;2.43
Renata Glasc;Support;SUPPORT;God;92.92;0;50.75%;94.79%;21.94%;32.52%;2.6
Renekton;Fighter;TOP;A;48.32;-6.87;46.82%;86.80%;4.34%;2.66%;1.77
Renekton;Fighter;MID;C;37.31;-2.14;49.10%;11.68%;0.58%;2.66%;2
Rengar;Assassin;JUNGLE;C;40.67;-1.56;48.69%;76.83%;3.08%;2.62%;2.25
Rengar;Assassin;TOP;D;27.08;4.7;48.78%;19.59%;0.87%;2.62%;1.76
Riven;Fighter;TOP;S;68.31;-10.1;50.65%;91.94%;5.54%;3.32%;1.92
Rumble;Fighter;MID;A;47.44;3.02;52.49%;29.21%;0.67%;0.27%;2.68
Rumble;Fighter;JUNGLE;D;31.66;-1.93;47.65%;14.65%;0.31%;0.24%;2.69
Rumble;Fighter;TOP;D;30.12;5.25;48.18%;54.23%;1.18%;0.27%;2.08
Ryze;Mage;MID;B;43.84;3.82;45.60%;88.14%;4.49%;0.62%;2.21
Ryze;Mage;TOP;D;19.65;10.57;46.76%;10.43%;0.51%;0.62%;1.81
Samira;Marksman;ADC;B;45.52;-0.18;48.22%;97.49%;7.02%;8.41%;2.15
Sejuani;Tank;JUNGLE;B;45.77;-4.35;50.16%;80.94%;2.00%;0.27%;3.24
Sejuani;Tank;TOP;D;32.67;-0.63;50.96%;11.54%;0.25%;0.29%;2.4
Senna;Marksman;SUPPORT;S;58.48;-14.44;51.24%;81.14%;8.97%;5.65%;2.65
Senna;Marksman;ADC;B;41.45;-1.66;49.01%;16.14%;1.79%;5.65%;2.75
Seraphine;Mage;MID;B;44.28;6.25;50.46%;18.33%;0.83%;0.97%;2.71
Seraphine;Mage;ADC;B;41.5;-5.49;50.05%;17.50%;0.70%;0.97%;2.8
Seraphine;Mage;SUPPORT;C;38.48;0.55;46.18%;63.68%;3.25%;0.97%;2.37
Sett;Fighter;TOP;God;86.98;-1.46;49.99%;83.99%;8.02%;7.10%;1.74
Shaco;Assassin;JUNGLE;S;61.85;2.3;50.90%;83.94%;6.04%;16.68%;2.77
Shaco;Assassin;SUPPORT;C;41.26;8.89;49.62%;11.63%;0.84%;16.68%;2.33
Shen;Tank;TOP;God;74.73;-2.48;52.45%;88.26%;4.91%;1.33%;2.91
Shyvana;Fighter;ADC;S;57.62;0;62.07%;16.11%;0.04%;0.13%;2.65
Shyvana;Fighter;JUNGLE;B;43.53;3.87;51.35%;78.83%;1.67%;0.25%;2.56
Shyvana;Fighter;TOP;D;31.67;7.75;51.38%;16.99%;0.34%;0.26%;2.05
Singed;Tank;MID;B;45.98;0.19;52.77%;15.00%;0.39%;0.43%;2.47
Singed;Tank;TOP;C;38.45;0.36;50.04%;70.57%;1.79%;0.50%;1.98
Sion;Tank;TOP;A;54.11;-0.5;50.01%;80.50%;4.42%;1.31%;1.48
Sion;Tank;MID;D;26.32;0;46.04%;10.25%;0.51%;1.31%;1.03
Sivir;Marksman;ADC;B;44.18;1.55;50.99%;97.04%;2.77%;0.49%;2.47
Skarner;Fighter;JUNGLE;B;43.92;-4.15;52.28%;78.91%;0.68%;0.15%;2.82
Skarner;Fighter;TOP;D;24.51;7.49;48.28%;18.23%;0.15%;0.15%;2.3
Sona;Support;SUPPORT;A;53.31;-1.75;52.89%;96.97%;3.57%;0.54%;2.84
Soraka;Support;SUPPORT;A;55.7;-7.39;51.73%;90.70%;6.60%;4.02%;2.72
Swain;Mage;ADC;B;46.95;-0.32;53.98%;21.03%;0.50%;1.46%;2.78
Swain;Mage;SUPPORT;B;41.34;1.93;48.94%;62.12%;2.16%;1.46%;2.22
Swain;Mage;MID;C;39.64;-2.38;49.31%;12.95%;0.37%;1.46%;2.5
Sylas;Mage;MID;S;58.66;3.44;49.38%;83.08%;7.02%;3.77%;2.08
Sylas;Mage;TOP;D;30.48;5.93;49.69%;10.95%;0.94%;3.77%;1.83
Syndra;Mage;MID;B;45.98;-0.23;48.45%;89.53%;3.54%;1.11%;2.15
Tahm Kench;Support;SUPPORT;B;45.91;10.08;51.25%;44.11%;1.59%;4.08%;2.49
Tahm Kench;Support;TOP;C;40.08;-2.49;48.82%;45.86%;1.90%;4.08%;2.41
Taliyah;Mage;SUPPORT;B;45.15;8.34;52.72%;20.04%;0.28%;0.16%;2.14
Taliyah;Mage;MID;B;43.35;0.23;51.88%;15.39%;0.23%;0.16%;2.37
Taliyah;Mage;JUNGLE;C;36.71;-1.96;49.24%;60.26%;0.97%;0.18%;2.58
Talon;Assassin;MID;A;48.33;2.38;50.57%;65.88%;2.91%;2.20%;2.19
Talon;Assassin;JUNGLE;C;35.17;-2.93;48.46%;30.90%;1.34%;2.20%;2.38
Taric;Support;SUPPORT;B;44.55;4.84;50.56%;87.76%;0.96%;0.13%;2.73
Teemo;Marksman;TOP;God;71.23;-3.92;50.99%;81.53%;5.41%;9.78%;1.72
Thresh;Support;SUPPORT;A;52.88;-15.32;47.81%;98.02%;9.96%;4.31%;2.48
Tristana;Marksman;ADC;A;51.39;1.64;51.88%;88.18%;6.95%;2.94%;2.37
Trundle;Fighter;JUNGLE;A;51.32;0.18;52.36%;63.35%;3.10%;2.75%;2.68
Trundle;Fighter;TOP;C;40.25;1.4;52.30%;32.15%;1.61%;2.75%;1.62
Tryndamere;Fighter;TOP;God;92.98;5.29;51.58%;86.16%;6.88%;21.88%;1.83
Twisted Fate;Mage;MID;C;38.35;-4.13;45.71%;92.47%;2.80%;0.33%;2.12
Twitch;Marksman;ADC;A;50.48;0.39;51.94%;82.36%;6.12%;3.67%;2.41
Udyr;Fighter;JUNGLE;C;40.03;0.87;49.27%;92.98%;2.00%;0.55%;2.56
Urgot;Fighter;TOP;S;58.9;1.49;51.85%;94.37%;3.93%;2.47%;1.93
Varus;Marksman;ADC;C;38.76;-0.43;48.56%;92.15%;2.35%;0.30%;2.24
Vayne;Marksman;ADC;S;59.36;0.13;51.48%;84.49%;11.58%;15.83%;2.16
Vayne;Marksman;TOP;C;35.98;-5.61;49.66%;13.47%;1.74%;15.83%;1.52
Veigar;Mage;MID;S;69.98;3.43;51.60%;76.74%;8.55%;7.17%;2.34
Veigar;Mage;ADC;A;48.75;-1.56;54.80%;15.29%;1.70%;7.17%;2.52
Vel'Koz;Mage;MID;B;44.68;-1.14;50.77%;38.31%;1.03%;0.52%;2.56
Vel'Koz;Mage;SUPPORT;B;42.7;6.31;50.46%;56.05%;1.47%;0.50%;2.13
Vex;Mage;MID;S;62.31;-4;49.99%;89.94%;6.69%;11.34%;2.42
Vi;Fighter;JUNGLE;A;53.2;2.09;52.07%;94.16%;4.46%;2.11%;2.35
Viego;Assassin;JUNGLE;God;74.64;-3.32;49.29%;94.40%;11.79%;10.84%;2.35
Viktor;Mage;MID;S;64.52;-1.4;51.19%;91.57%;7.28%;6.61%;2.24
Vladimir;Mage;MID;A;53.38;3.28;51.07%;76.66%;3.73%;5.24%;2.42
Vladimir;Mage;TOP;D;31.02;1.51;49.08%;21.00%;1.01%;5.24%;2.01
Volibear;Fighter;JUNGLE;A;54.23;4.92;52.67%;55.13%;3.73%;2.14%;2.73
Volibear;Fighter;TOP;A;47.64;-0.62;50.30%;42.54%;3.10%;2.14%;1.79
Warwick;Fighter;JUNGLE;A;51.77;1.03;50.43%;76.90%;5.05%;5.47%;2.21
Warwick;Fighter;TOP;D;29.86;-1.47;49.09%;21.65%;1.04%;5.47%;1.82
Wukong;Fighter;TOP;C;40.35;3.43;50.63%;77.27%;1.77%;0.59%;2.05
Wukong;Fighter;JUNGLE;C;34.69;2.83;49.65%;15.13%;0.36%;0.62%;2.4
Xayah;Marksman;ADC;A;47.62;5.32;50.77%;97.97%;5.67%;0.57%;2.38
Xerath;Mage;MID;A;50.9;-0.51;50.50%;41.22%;2.39%;4.06%;3
Xerath;Mage;SUPPORT;B;47.23;-0.24;50.39%;53.34%;3.34%;4.06%;2.52
Xin Zhao;Fighter;JUNGLE;S;64.08;2.22;50.63%;93.77%;8.26%;7.08%;2.38
Yasuo;Fighter;MID;God;83.2;2.86;49.25%;71.34%;12.02%;23.14%;1.7
Yasuo;Fighter;ADC;C;41.17;-3.78;50.89%;13.05%;2.04%;23.14%;1.95
Yasuo;Fighter;TOP;C;37.31;-8.35;47.72%;14.52%;2.24%;23.14%;1.46
Yone;Assassin;MID;God;70.92;4.33;50.04%;63.69%;9.21%;17.79%;1.84
Yone;Assassin;TOP;S;60.91;-15.13;49.76%;33.37%;4.37%;17.79%;1.65
Yorick;Fighter;TOP;A;49.53;0.93;52.52%;95.80%;2.81%;2.70%;1.57
Yuumi;Support;SUPPORT;S;68.75;-26.41;48.75%;98.42%;11.18%;25.79%;4.12
Zac;Tank;JUNGLE;S;60.44;2.92;53.04%;85.55%;3.97%;2.15%;3.54
Zed;Assassin;MID;God;77.07;1.64;50.13%;68.21%;8.13%;34.01%;2.24
Zed;Assassin;JUNGLE;B;44.82;2.1;48.05%;28.58%;3.02%;34.01%;2.45
Zeri;Marksman;ADC;God;86.66;-6.85;51.06%;84.59%;15.51%;47.78%;2.38
Ziggs;Mage;ADC;B;43.07;-2.45;51.33%;71.53%;1.97%;0.47%;2.39
Ziggs;Mage;MID;C;40.89;-1.43;49.89%;23.58%;0.69%;0.49%;2.34
Zilean;Support;MID;A;50.37;-1.3;51.56%;25.03%;1.14%;3.68%;3.28
Zilean;Support;SUPPORT;A;47.74;-0.67;49.79%;69.18%;3.09%;3.68%;3.02
Zoe;Mage;MID;B;47.1;-2.3;48.30%;91.74%;3.50%;1.38%;2.44
Zyra;Mage;SUPPORT;A;48.03;0.53;51.97%;88.58%;3.13%;1.99%;2.1
